codigo_producto,descripcion,unidad,factor,Proveedor
750422,BROCAS ACERO RAP HSS  3/8   INCOL,E24 ,24,INCOLMA
750422,BROCAS ACERO RAP HSS  3/8   INCOL,PQ6 ,6,INCOLMA
750422,BROCAS ACERO RAP HSS  3/8   INCOL,PTE ,6,INCOLMA
750422,BROCAS ACERO RAP HSS  3/8   INCOL,UND ,1,INCOLMA
750448,BROCAS ACERO RAP HSS 13/32  INCOL,C12 ,12,INCOLMA
750448,BROCAS ACERO RAP HSS 13/32  INCOL,C6  ,6,INCOLMA
750448,BROCAS ACERO RAP HSS 13/32  INCOL,DNA ,12,INCOLMA
750448,BROCAS ACERO RAP HSS 13/32  INCOL,E24 ,24,INCOLMA
750448,BROCAS ACERO RAP HSS 13/32  INCOL,PQ6 ,6,INCOLMA
750448,BROCAS ACERO RAP HSS 13/32  INCOL,PTE ,6,INCOLMA
750448,BROCAS ACERO RAP HSS 13/32  INCOL,UND ,1,INCOLMA
750463,BROCAS ACERO RAP HSS  7/16  INCOL,C12 ,12,INCOLMA
750463,BROCAS ACERO RAP HSS  7/16  INCOL,C6  ,6,INCOLMA
750463,BROCAS ACERO RAP HSS  7/16  INCOL,DNA ,12,INCOLMA
750463,BROCAS ACERO RAP HSS  7/16  INCOL,E24 ,24,INCOLMA
750463,BROCAS ACERO RAP HSS  7/16  INCOL,PQ6 ,6,INCOLMA
750463,BROCAS ACERO RAP HSS  7/16  INCOL,PTE ,6,INCOLMA
750463,BROCAS ACERO RAP HSS  7/16  INCOL,UND ,1,INCOLMA
750489,BROCAS ACERO RAP HSS 15/32  INCOL,C12 ,12,INCOLMA
750489,BROCAS ACERO RAP HSS 15/32  INCOL,C6  ,6,INCOLMA
750489,BROCAS ACERO RAP HSS 15/32  INCOL,DNA ,12,INCOLMA
750489,BROCAS ACERO RAP HSS 15/32  INCOL,E24 ,24,INCOLMA
750489,BROCAS ACERO RAP HSS 15/32  INCOL,PQ6 ,6,INCOLMA
750489,BROCAS ACERO RAP HSS 15/32  INCOL,PTE ,6,INCOLMA
750489,BROCAS ACERO RAP HSS 15/32  INCOL,UND ,1,INCOLMA
750505,BROCAS ACERO RAP HSS  1/2 INCOL,C12 ,12,INCOLMA
750505,BROCAS ACERO RAP HSS  1/2 INCOL,C36 ,36,INCOLMA
750505,BROCAS ACERO RAP HSS  1/2 INCOL,C6  ,6,INCOLMA
750505,BROCAS ACERO RAP HSS  1/2 INCOL,DNA ,12,INCOLMA
750505,BROCAS ACERO RAP HSS  1/2 INCOL,E24 ,24,INCOLMA
750505,BROCAS ACERO RAP HSS  1/2 INCOL,PQ6 ,6,INCOLMA
750505,BROCAS ACERO RAP HSS  1/2 INCOL,PTE ,6,INCOLMA
750505,BROCAS ACERO RAP HSS  1/2 INCOL,UND ,1,INCOLMA
750620,JUEGO BROCA 1/16 - 1/4  (13 UDS)  INCOL,C12 ,12,INCOLMA
750620,JUEGO BROCA 1/16 - 1/4  (13 UDS)  INCOL,UND ,1,INCOLMA
750638,JGO BROCAS HSS 1/16-3/8 17PZ BARRACUDA,C12 ,12,INCOLMA
750638,JGO BROCAS HSS 1/16-3/8 17PZ BARRACUDA,UND ,1,INCOLMA
750646,JGO BROCAS HSS 1/16-1/2 17PZ BARRACUDA,C12 ,12,INCOLMA
750646,JGO BROCAS HSS 1/16-1/2 17PZ BARRACUDA,UND ,1,INCOLMA
750810,"BROCA PARA CONCRETO 1/8"" X 3""           ",C12 ,12,INCOLMA
750810,"BROCA PARA CONCRETO 1/8"" X 3""           ",C24 ,24,INCOLMA
750810,"BROCA PARA CONCRETO 1/8"" X 3""           ",C6  ,6,INCOLMA
750810,"BROCA PARA CONCRETO 1/8"" X 3""           ",DNA ,12,INCOLMA
750810,"BROCA PARA CONCRETO 1/8"" X 3""           ",E24 ,24,INCOLMA
750810,"BROCA PARA CONCRETO 1/8"" X 3""           ",UND ,1,INCOLMA
750836,"BROCA PARA CONCRETO 5/32"" X 3.1/2"" INCOL",C12 ,12,INCOLMA
750836,"BROCA PARA CONCRETO 5/32"" X 3.1/2"" INCOL",C24 ,24,INCOLMA
750836,"BROCA PARA CONCRETO 5/32"" X 3.1/2"" INCOL",C6  ,6,INCOLMA
750836,"BROCA PARA CONCRETO 5/32"" X 3.1/2"" INCOL",DNA ,12,INCOLMA
750836,"BROCA PARA CONCRETO 5/32"" X 3.1/2"" INCOL",E24 ,24,INCOLMA
750836,"BROCA PARA CONCRETO 5/32"" X 3.1/2"" INCOL",UND ,1,INCOLMA
750851,"BROCA PARA CONCRETO 3/16""  X 4"" INCOLMA ",C12 ,12,INCOLMA
750851,"BROCA PARA CONCRETO 3/16""  X 4"" INCOLMA ",C24 ,24,INCOLMA
750851,"BROCA PARA CONCRETO 3/16""  X 4"" INCOLMA ",C6  ,6,INCOLMA
750851,"BROCA PARA CONCRETO 3/16""  X 4"" INCOLMA ",DNA ,12,INCOLMA
750851,"BROCA PARA CONCRETO 3/16""  X 4"" INCOLMA ",E24 ,24,INCOLMA
750851,"BROCA PARA CONCRETO 3/16""  X 4"" INCOLMA ",UND ,1,INCOLMA
750877,"BROCA PARA CONCRETO 1/4"" X 4"" INCOLMA   ",C12 ,12,INCOLMA
750877,"BROCA PARA CONCRETO 1/4"" X 4"" INCOLMA   ",C24 ,24,INCOLMA
750877,"BROCA PARA CONCRETO 1/4"" X 4"" INCOLMA   ",C6  ,6,INCOLMA
750877,"BROCA PARA CONCRETO 1/4"" X 4"" INCOLMA   ",DNA ,12,INCOLMA
750877,"BROCA PARA CONCRETO 1/4"" X 4"" INCOLMA   ",UND ,1,INCOLMA
750893,"BROCA PARA CONCRETO 5/16"" X 5"" INCOLMA  ",C12 ,12,INCOLMA
750893,"BROCA PARA CONCRETO 5/16"" X 5"" INCOLMA  ",C24 ,24,INCOLMA
750893,"BROCA PARA CONCRETO 5/16"" X 5"" INCOLMA  ",C6  ,6,INCOLMA
750893,"BROCA PARA CONCRETO 5/16"" X 5"" INCOLMA  ",DNA ,12,INCOLMA
750893,"BROCA PARA CONCRETO 5/16"" X 5"" INCOLMA  ",E24 ,24,INCOLMA
750893,"BROCA PARA CONCRETO 5/16"" X 5"" INCOLMA  ",UND ,1,INCOLMA
750919,"BROCA PARA CONCRETO 3/8"" X 5"" INCOLMA   ",C12 ,12,INCOLMA
750919,"BROCA PARA CONCRETO 3/8"" X 5"" INCOLMA   ",C24 ,24,INCOLMA
750919,"BROCA PARA CONCRETO 3/8"" X 5"" INCOLMA   ",C6  ,6,INCOLMA
750919,"BROCA PARA CONCRETO 3/8"" X 5"" INCOLMA   ",DNA ,12,INCOLMA
750919,"BROCA PARA CONCRETO 3/8"" X 5"" INCOLMA   ",E24 ,24,INCOLMA
750919,"BROCA PARA CONCRETO 3/8"" X 5"" INCOLMA   ",UND ,1,INCOLMA
750935,"BROCA PARA CONCRETO 1/2"" X 6"" INCOLMA",C12 ,12,INCOLMA
750935,"BROCA PARA CONCRETO 1/2"" X 6"" INCOLMA",C24 ,24,INCOLMA
750935,"BROCA PARA CONCRETO 1/2"" X 6"" INCOLMA",C6  ,6,INCOLMA
750935,"BROCA PARA CONCRETO 1/2"" X 6"" INCOLMA",DNA ,12,INCOLMA
750935,"BROCA PARA CONCRETO 1/2"" X 6"" INCOLMA",E12 ,12,INCOLMA
750935,"BROCA PARA CONCRETO 1/2"" X 6"" INCOLMA",UND ,1,INCOLMA
751016,"BROCA PARA CONCRETO LARGA 1/4"" X13""INCOL",C12 ,12,INCOLMA
751016,"BROCA PARA CONCRETO LARGA 1/4"" X13""INCOL",C24 ,24,INCOLMA
751016,"BROCA PARA CONCRETO LARGA 1/4"" X13""INCOL",E12 ,12,INCOLMA
751016,"BROCA PARA CONCRETO LARGA 1/4"" X13""INCOL",UND ,1,INCOLMA
751032,BROCA P/MURO LARGA 5/16 X 13 INCOL      ,C12 ,12,INCOLMA
751032,BROCA P/MURO LARGA 5/16 X 13 INCOL      ,C24 ,24,INCOLMA
751032,BROCA P/MURO LARGA 5/16 X 13 INCOL      ,E12 ,12,INCOLMA
751032,BROCA P/MURO LARGA 5/16 X 13 INCOL      ,UND ,1,INCOLMA
751057,"BROCA PARA CONCRETO LARGA 3/8""X13"" INCOL",C12 ,12,INCOLMA
751057,"BROCA PARA CONCRETO LARGA 3/8""X13"" INCOL",C24 ,24,INCOLMA
751057,"BROCA PARA CONCRETO LARGA 3/8""X13"" INCOL",E12 ,12,INCOLMA
751057,"BROCA PARA CONCRETO LARGA 3/8""X13"" INCOL",UND ,1,INCOLMA
751073,"BROCA PARA CONCRETO LARGA 1/2""X13"" INCOL",C12 ,12,INCOLMA
751073,"BROCA PARA CONCRETO LARGA 1/2""X13"" INCOL",C24 ,24,INCOLMA
751073,"BROCA PARA CONCRETO LARGA 1/2""X13"" INCOL",E12 ,12,INCOLMA
751073,"BROCA PARA CONCRETO LARGA 1/2""X13"" INCOL",UND ,1,INCOLMA
751156,JG BROCAS CONCRETO 5PZ 1/8 X 3/8 INCOLMA,C12 ,12,INCOLMA
751156,JG BROCAS CONCRETO 5PZ 1/8 X 3/8 INCOLMA,C24 ,24,INCOLMA
751156,JG BROCAS CONCRETO 5PZ 1/8 X 3/8 INCOLMA,UND ,1,INCOLMA
751610,EXHIBIDOR SURTIDO DE BROCAS HSS  INCOL,C24 ,24,INCOLMA
751610,EXHIBIDOR SURTIDO DE BROCAS HSS  INCOL,UND ,1,INCOLMA
751636,EXHIBIDOR DE BROCAS (SIN BROCAS)  INCOL,C24 ,24,INCOLMA
751636,EXHIBIDOR DE BROCAS (SIN BROCAS)  INCOL,UND ,1,INCOLMA
753004,TIJERA CROMADA 180 SN   7    INCOL,C12 ,12,INCOLMA
753004,TIJERA CROMADA 180 SN   7    INCOL,UND ,1,INCOLMA
753020,TIJERA CROMADA 180 SN   8    INCOL,C12 ,12,INCOLMA
753020,TIJERA CROMADA 180 SN   8    INCOL,C6  ,6,INCOLMA
753020,TIJERA CROMADA 180 SN   8    INCOL,UND ,1,INCOLMA
753046,TIJERA CROMADA 180 SN   9    INCOL,C12 ,12,INCOLMA
753046,TIJERA CROMADA 180 SN   9    INCOL,UND ,1,INCOLMA
753061,TIJERA CROMADA 180 SN  10    INCOL,C12 ,12,INCOLMA
753061,TIJERA CROMADA 180 SN  10    INCOL,C6  ,6,INCOLMA
753061,TIJERA CROMADA 180 SN  10    INCOL,UND ,1,INCOLMA
753145,TIJERA CROMADA 185 SCR  8    INCOL,C12 ,12,INCOLMA
753145,TIJERA CROMADA 185 SCR  8    INCOL,UND ,1,INCOLMA
753160,TIJERA CROMADA 185 SCR  9    INCOL,C12 ,12,INCOLMA
753160,TIJERA CROMADA 185 SCR  9    INCOL,UND ,1,INCOLMA
753186,TIJERA CROMADA 185 SCR 10    INCOL,C12 ,12,INCOLMA
753186,TIJERA CROMADA 185 SCR 10    INCOL,UND ,1,INCOLMA
753277,"TIJERA CROMADA 150M  7""   INCOL         ",C12 ,12,INCOLMA
753277,"TIJERA CROMADA 150M  7""   INCOL         ",C36 ,36,INCOLMA
753277,"TIJERA CROMADA 150M  7""   INCOL         ",UND ,1,INCOLMA
753293,"TIJERA CROMADA 150M  8""  INCOL",C12 ,12,INCOLMA
753293,"TIJERA CROMADA 150M  8""  INCOL",C36 ,36,INCOLMA
753293,"TIJERA CROMADA 150M  8""  INCOL",UND ,1,INCOLMA
753350,TIJERA CROMADA 140 C    4  (X1)  INCOL,C12 ,12,INCOLMA
753350,TIJERA CROMADA 140 C    4  (X1)  INCOL,UND ,1,INCOLMA
753376,TIJERA CROMADA 140 C    5    INCOL,C12 ,12,INCOLMA
753376,TIJERA CROMADA 140 C    5    INCOL,C36 ,36,INCOLMA
753376,TIJERA CROMADA 140 C    5    INCOL,UND ,1,INCOLMA
753392,"TIJERA CROMADA 140C  6""  INCOL          ",C12 ,12,INCOLMA
753392,"TIJERA CROMADA 140C  6""  INCOL          ",C36 ,36,INCOLMA
753392,"TIJERA CROMADA 140C  6""  INCOL          ",UND ,1,INCOLMA
753418,TIJERA CROMADA 140 C    7    INCOLMA,C12 ,12,INCOLMA
753418,TIJERA CROMADA 140 C    7    INCOLMA,UND ,1,INCOLMA
754226,TIJERA CROMADA 160 P    7  (X1)  INCOL,C12 ,12,INCOLMA
754226,TIJERA CROMADA 160 P    7  (X1)  INCOL,UND ,1,INCOLMA
754242,TIJERA CROMADA 1705     5    INCOL,C12 ,12,INCOLMA
754242,TIJERA CROMADA 1705     5    INCOL,UND ,1,INCOLMA
754648,TIJERA HOGAR   684 P  8.1/2 (X05)  INCOL,C12 ,12,INCOLMA
754648,TIJERA HOGAR   684 P  8.1/2 (X05)  INCOL,UND ,1,INCOLMA
754804,"TIJERA PODADORA 9"" PINTADA GAVILAN  *",C12 ,12,INCOLMA
754804,"TIJERA PODADORA 9"" PINTADA GAVILAN  *",C6  ,6,INCOLMA
754804,"TIJERA PODADORA 9"" PINTADA GAVILAN  *",UND ,1,INCOLMA
754812,TIJERA PODADORA PROF.NIQ   9 INCOL     *,C12 ,12,INCOLMA
754812,TIJERA PODADORA PROF.NIQ   9 INCOL     *,C36 ,36,INCOLMA
754812,TIJERA PODADORA PROF.NIQ   9 INCOL     *,C6  ,6,INCOLMA
754812,TIJERA PODADORA PROF.NIQ   9 INCOL     *,UND ,1,INCOLMA
754838,TIJERA JARDINERA PROFES 510  8   INCOL *,C12 ,12,INCOLMA
754838,TIJERA JARDINERA PROFES 510  8   INCOL *,UND ,1,INCOLMA
754846,TIJERA JARDINERA TRADICION 505 7 INCOL*,C12 ,12,INCOLMA
754846,TIJERA JARDINERA TRADICION 505 7 INCOL*,UND ,1,INCOLMA
754853,RESORTE P/PODADORA  INCOL               ,C12 ,12,INCOLMA
754853,RESORTE P/PODADORA  INCOL               ,C24 ,24,INCOLMA
754853,RESORTE P/PODADORA  INCOL               ,UND ,1,INCOLMA
754861,TIJERA CORTA CESPED 12   INCOL         *,C12 ,12,INCOLMA
754861,TIJERA CORTA CESPED 12   INCOL         *,C6  ,6,INCOLMA
754861,TIJERA CORTA CESPED 12   INCOL         *,E6  ,6,INCOLMA
754861,TIJERA CORTA CESPED 12   INCOL         *,UND ,1,INCOLMA
754887,TIJERA PODADORA REF.800 8.1/2 INCOLMA  *,C12 ,12,INCOLMA
754887,TIJERA PODADORA REF.800 8.1/2 INCOLMA  *,UND ,1,INCOLMA
754911,LLAVE ESTRELLA 1/4 X  5/16 INCOLMA,C6  ,6,INCOLMA
754911,LLAVE ESTRELLA 1/4 X  5/16 INCOLMA,UND ,1,INCOLMA
754929,LLAVE ESTRELLA 3/8 X  7/16 INCOLMA,C6  ,6,INCOLMA
754929,LLAVE ESTRELLA 3/8 X  7/16 INCOLMA,UND ,1,INCOLMA
754937,LLAVE ESTRELLA 1/2 X  9/16  INCOL,C6  ,6,INCOLMA
754937,LLAVE ESTRELLA 1/2 X  9/16  INCOL,UND ,1,INCOLMA
754945,LLAVE ESTRELLA 5/8 X 11/16  INCOL,C6  ,6,INCOLMA
754945,LLAVE ESTRELLA 5/8 X 11/16  INCOL,UND ,1,INCOLMA
754952,LLAVE ESTRELLA 3/4 X  7/8  INCOL,C6  ,6,INCOLMA
754952,LLAVE ESTRELLA 3/4 X  7/8  INCOL,UND ,1,INCOLMA
754978,LLAVE ESTRELLA 15/16 X  1  INCOL,C6  ,6,INCOLMA
754978,LLAVE ESTRELLA 15/16 X  1  INCOL,UND ,1,INCOLMA
755017,LLAVE B.F 1/4 X 5/16 CROMO VAN INC,C6  ,6,INCOLMA
755017,LLAVE B.F 1/4 X 5/16 CROMO VAN INC,UND ,1,INCOLMA
755033,LLAVE B.F 3/8 X 7/16 CROMO VAN INCOL,C6  ,6,INCOLMA
755033,LLAVE B.F 3/8 X 7/16 CROMO VAN INCOL,UND ,1,INCOLMA
755058,LLAVE B.F 1/2 X 9/16 CROMO VAN INCOL,C6  ,6,INCOLMA
755058,LLAVE B.F 1/2 X 9/16 CROMO VAN INCOL,UND ,1,INCOLMA
755074,LLAVE B.F 5/8 X11/16 CROMO VAN INC,C6  ,6,INCOLMA
755074,LLAVE B.F 5/8 X11/16 CROMO VAN INC,UND ,1,INCOLMA
755090,LLAVE B.F 3/4 X 7/8  CROMO VAN INC,C6  ,6,INCOLMA
755090,LLAVE B.F 3/4 X 7/8  CROMO VAN INC,UND ,1,INCOLMA
755181,LLAVE ESTRELLA  8-9  MM INCOLMA,C6  ,6,INCOLMA
755181,LLAVE ESTRELLA  8-9  MM INCOLMA,UND ,1,INCOLMA
755199,LLAVE ESTRELLA 10-11 MM INCOLMA,C6  ,6,INCOLMA
755199,LLAVE ESTRELLA 10-11 MM INCOLMA,UND ,1,INCOLMA
755207,LLAVE ESTRELLA 12-13 MM INCOLMA,C6  ,6,INCOLMA
755207,LLAVE ESTRELLA 12-13 MM INCOLMA,UND ,1,INCOLMA
755215,LLAVE ESTRELLA 14-15 MM INCOLMA,C6  ,6,INCOLMA
755215,LLAVE ESTRELLA 14-15 MM INCOLMA,UND ,1,INCOLMA
755223,LLAVE ESTRELLA 16-17 MM INCOLMA,C6  ,6,INCOLMA
755223,LLAVE ESTRELLA 16-17 MM INCOLMA,UND ,1,INCOLMA
755231,LLAVE ESTRELLA 18-19 MM INCOLMA,C6  ,6,INCOLMA
755231,LLAVE ESTRELLA 18-19 MM INCOLMA,UND ,1,INCOLMA
755264,LLAVE B.F  6 X 7  MM CROMO VAN INC,C6  ,6,INCOLMA
755264,LLAVE B.F  6 X 7  MM CROMO VAN INC,UND ,1,INCOLMA
755280,LLAVE B.F  8 X 9  MM CROMO VAN INCOL,C6  ,6,INCOLMA
755280,LLAVE B.F  8 X 9  MM CROMO VAN INCOL,UND ,1,INCOLMA
755306,LLAVE B.F 10 X 11 MM CROMO VAN INCOL,C6  ,6,INCOLMA
755306,LLAVE B.F 10 X 11 MM CROMO VAN INCOL,UND ,1,INCOLMA
755322,LLAVE B.F 12 X 13 MM CROMO VAN INCOL,C6  ,6,INCOLMA
755322,LLAVE B.F 12 X 13 MM CROMO VAN INCOL,UND ,1,INCOLMA
755348,LLAVE B.F 14 X 15 MM CROMO VAN INC,C6  ,6,INCOLMA
755348,LLAVE B.F 14 X 15 MM CROMO VAN INC,UND ,1,INCOLMA
755504,LLAVE MIXTA  1/4    INCOL,C6  ,6,INCOLMA
755504,LLAVE MIXTA  1/4    INCOL,UND ,1,INCOLMA
755520,LLAVE MIXTA  5/16    INCOL,C6  ,6,INCOLMA
755520,LLAVE MIXTA  5/16    INCOL,UND ,1,INCOLMA
755546,LLAVE MIXTA  3/8    INCOL,C6  ,6,INCOLMA
755546,LLAVE MIXTA  3/8    INCOL,UND ,1,INCOLMA
755561,LLAVE MIXTA  7/16   INCOL,C6  ,6,INCOLMA
755561,LLAVE MIXTA  7/16   INCOL,UND ,1,INCOLMA
755587,LLAVE MIXTA  1/2    INCOL,C6  ,6,INCOLMA
755587,LLAVE MIXTA  1/2    INCOL,UND ,1,INCOLMA
755603,LLAVE MIXTA  9/16    INCOL,C6  ,6,INCOLMA
755603,LLAVE MIXTA  9/16    INCOL,UND ,1,INCOLMA
755629,LLAVE MIXTA  5/8    INCOL,C6  ,6,INCOLMA
755629,LLAVE MIXTA  5/8    INCOL,UND ,1,INCOLMA
755645,LLAVE MIXTA 11/16     INCOL,C6  ,6,INCOLMA
755645,LLAVE MIXTA 11/16     INCOL,UND ,1,INCOLMA
755660,LLAVE MIXTA  3/4    INCOL,C6  ,6,INCOLMA
755660,LLAVE MIXTA  3/4    INCOL,UND ,1,INCOLMA
755686,LLAVE MIXTA 13/16    INCOL,C6  ,6,INCOLMA
755686,LLAVE MIXTA 13/16    INCOL,UND ,1,INCOLMA
755702,LLAVE MIXTA  7/8    INCOL,C6  ,6,INCOLMA
755702,LLAVE MIXTA  7/8    INCOL,UND ,1,INCOLMA
755728,LLAVE MIXTA 15/16    INCOL,C6  ,6,INCOLMA
755728,LLAVE MIXTA 15/16    INCOL,UND ,1,INCOLMA
755744,LLAVE MIXTA 1    INCOL,C6  ,6,INCOLMA
755744,LLAVE MIXTA 1    INCOL,UND ,1,INCOLMA
756007,LLAVE MIXTA 6  MM    INCOL,C6  ,6,INCOLMA
756007,LLAVE MIXTA 6  MM    INCOL,UND ,1,INCOLMA
756023,LLAVE MIXTA 7  MM    INCOL,C6  ,6,INCOLMA
756023,LLAVE MIXTA 7  MM    INCOL,UND ,1,INCOLMA
756049,LLAVE MIXTA 8  MM    INCOL,C6  ,6,INCOLMA
756049,LLAVE MIXTA 8  MM    INCOL,UND ,1,INCOLMA
756064,LLAVE MIXTA 9  MM    INCOL,C6  ,6,INCOLMA
756064,LLAVE MIXTA 9  MM    INCOL,UND ,1,INCOLMA
756080,LLAVE MIXTA 10 MM    INCOL,C6  ,6,INCOLMA
756080,LLAVE MIXTA 10 MM    INCOL,UND ,1,INCOLMA
756106,LLAVE MIXTA 11 MM    INCOL,C6  ,6,INCOLMA
756106,LLAVE MIXTA 11 MM    INCOL,UND ,1,INCOLMA
756122,LLAVE MIXTA 12 MM    INCOL,C6  ,6,INCOLMA
756122,LLAVE MIXTA 12 MM    INCOL,UND ,1,INCOLMA
756148,LLAVE MIXTA 13 MM    INCOL,C6  ,6,INCOLMA
756148,LLAVE MIXTA 13 MM    INCOL,UND ,1,INCOLMA
756163,LLAVE MIXTA 14 MM    INCOL,C6  ,6,INCOLMA
756163,LLAVE MIXTA 14 MM    INCOL,UND ,1,INCOLMA
756189,LLAVE MIXTA 15 MM    INCOL,C6  ,6,INCOLMA
756189,LLAVE MIXTA 15 MM    INCOL,UND ,1,INCOLMA
756205,LLAVE MIXTA 16 MM    INCOL,C6  ,6,INCOLMA
756205,LLAVE MIXTA 16 MM    INCOL,UND ,1,INCOLMA
756221,LLAVE MIXTA 17 MM    INCOL,C6  ,6,INCOLMA
756221,LLAVE MIXTA 17 MM    INCOL,UND ,1,INCOLMA
756247,LLAVE MIXTA 18 MM    INCOL,C6  ,6,INCOLMA
756247,LLAVE MIXTA 18 MM    INCOL,UND ,1,INCOLMA
756262,LLAVE MIXTA 19 MM    INCOL,C6  ,6,INCOLMA
756262,LLAVE MIXTA 19 MM    INCOL,UND ,1,INCOLMA
756304,LLAVE MIXTA 22 MM    INCOL,C6  ,6,INCOLMA
756304,LLAVE MIXTA 22 MM    INCOL,UND ,1,INCOLMA
756320,JGO LLAVE MIXTA 8-19 MM INCOL,UND ,1,INCOLMA
756502,DESTORNILLADOR P/RECTA 3/16 X 4 INCOL,C12 ,12,INCOLMA
756502,DESTORNILLADOR P/RECTA 3/16 X 4 INCOL,UND ,1,INCOLMA
756528,DESTORNILLADOR P/RECTA 3/16 X 6 INCOL,C12 ,12,INCOLMA
756528,DESTORNILLADOR P/RECTA 3/16 X 6 INCOL,UND ,1,INCOLMA
756544,DESTORNILLADOR P/RECTA 3/16 X 8 INCOL,C12 ,12,INCOLMA
756544,DESTORNILLADOR P/RECTA 3/16 X 8 INCOL,UND ,1,INCOLMA
756585,DESTORNILLADOR P/RECTA 1/4  X 4 INCOL,C12 ,12,INCOLMA
756585,DESTORNILLADOR P/RECTA 1/4  X 4 INCOL,UND ,1,INCOLMA
756601,DESTORNILLADOR P/RECTA 1/4  X 6 INCOL,C12 ,12,INCOLMA
756601,DESTORNILLADOR P/RECTA 1/4  X 6 INCOL,UND ,1,INCOLMA
756759,DESTORNILLADOR P/RECTA 5/16 X 6 INCOL,C12 ,12,INCOLMA
756759,DESTORNILLADOR P/RECTA 5/16 X 6 INCOL,UND ,1,INCOLMA
756775,DESTORNILLADOR P/RECTA 5/16 X 8 INCOL,C12 ,12,INCOLMA
756775,DESTORNILLADOR P/RECTA 5/16 X 8 INCOL,UND ,1,INCOLMA
756791,DESTORNILLADOR P/ESTRLL 1/8  X 3 INCOL,C12 ,12,INCOLMA
756791,DESTORNILLADOR P/ESTRLL 1/8  X 3 INCOL,UND ,1,INCOLMA
756908,DESTORNILLADOR P/ESTRLL 3/16 X 3 INCOL,C12 ,12,INCOLMA
756908,DESTORNILLADOR P/ESTRLL 3/16 X 3 INCOL,UND ,1,INCOLMA
756924,DESTORNILLADOR P/ESTRLL 3/16 X 4 INCOL,C12 ,12,INCOLMA
756924,DESTORNILLADOR P/ESTRLL 3/16 X 4 INCOL,UND ,1,INCOLMA
756940,DESTORNILLADOR P/ESTRLL 3/16 X 8 INCOL,C12 ,12,INCOLMA
756940,DESTORNILLADOR P/ESTRLL 3/16 X 8 INCOL,UND ,1,INCOLMA
756965,DESTORNILLADOR P/ESTRLL 1/4  X 4 INCOLMA,C12 ,12,INCOLMA
756965,DESTORNILLADOR P/ESTRLL 1/4  X 4 INCOLMA,UND ,1,INCOLMA
756981,DESTORNILLADOR P/ESTRLL 1/4  X 6 INCOL,C12 ,12,INCOLMA
756981,DESTORNILLADOR P/ESTRLL 1/4  X 6 INCOL,UND ,1,INCOLMA
757104,JGO DESTORNILLADOR 6 PZAS INCOL,UND ,1,INCOLMA
757146,EXHIBID DESTORNILLADOR 24 PZAS INCOL,UND ,1,INCOLMA
757211,MARTILLO UNA 20 MM COLIMA,C6  ,6,INCOLMA
757211,MARTILLO UNA 20 MM COLIMA,UND ,1,INCOLMA
757229,MARTILLO UNA 23 MM COLIMA,C6  ,6,INCOLMA
757229,MARTILLO UNA 23 MM COLIMA,UND ,1,INCOLMA
757237,MARTILLO UNA 25 MM COLIMA,C6  ,6,INCOLMA
757237,MARTILLO UNA 25 MM COLIMA,UND ,1,INCOLMA
757245,MARTILLO UNA M/MADERA 27mm COLIMA,C6  ,6,INCOLMA
757245,MARTILLO UNA M/MADERA 27mm COLIMA,UND ,1,INCOLMA
757252,MARTILLO UNA M/MADERA 29mm COLIMA,C24 ,24,INCOLMA
757252,MARTILLO UNA M/MADERA 29mm COLIMA,C6  ,6,INCOLMA
757252,MARTILLO UNA M/MADERA 29mm COLIMA,UND ,1,INCOLMA
757393,DESTORNILLADOR P/RECTA  1/8  X 3 INCOL,C12 ,12,INCOLMA
757393,DESTORNILLADOR P/RECTA  1/8  X 3 INCOL,UND ,1,INCOLMA
757401,DESTORNILLADOR P/ESTRLL 5/16 X 6 INCOL,C12 ,12,INCOLMA
757401,DESTORNILLADOR P/ESTRLL 5/16 X 6 INCOL,UND ,1,INCOLMA
757419,DESTORNILLADOR P/ESTRLL 5/16 X 8 INCOL,C12 ,12,INCOLMA
757419,DESTORNILLADOR P/ESTRLL 5/16 X 8 INCOL,UND ,1,INCOLMA
757468,LLANA LISA M/P 11 X 5  COLIMA,C12 ,12,INCOLMA
757468,LLANA LISA M/P 11 X 5  COLIMA,C60 ,60,INCOLMA
757468,LLANA LISA M/P 11 X 5  COLIMA,UND ,1,INCOLMA
757476,LLANA DENT M/P 11 X 5  COLIMA           ,C12 ,12,INCOLMA
757476,LLANA DENT M/P 11 X 5  COLIMA           ,C60 ,60,INCOLMA
757476,LLANA DENT M/P 11 X 5  COLIMA           ,UND ,1,INCOLMA
757484,"LLANA LISA M/MADERA 11""X5"" GAVILAN",C12 ,12,INCOLMA
757484,"LLANA LISA M/MADERA 11""X5"" GAVILAN",C60 ,60,INCOLMA
757484,"LLANA LISA M/MADERA 11""X5"" GAVILAN",UND ,1,INCOLMA
757492,"LLANA DENTADA M/MADERA 11""X 5"" GAVILAN",C60 ,60,INCOLMA
757492,"LLANA DENTADA M/MADERA 11""X 5"" GAVILAN",UND ,1,INCOLMA
757542,ESPATULA M/PLASTICO 1.1/2  INCOL,UND ,1,INCOLMA
757559,ESPATULA M/PLASTICO 2  INCOL,UND ,1,INCOLMA
757567,ESPATULA M/PLASTICO 2.1/2  INCOL,UND ,1,INCOLMA
757575,ESPATULA M/PLASTICO 3  INCOL,UND ,1,INCOLMA
